GO_term,Descrip,DECount,Expect,N,p,adjP,FDR,Expr,shortest_path,longest_path,terminal_node,ontology,Group
GO:0000421,autophagosome membrane,3,0.35518499660556685,14,0.008573545216721804,1,0.03373038764401889,Down,5,7,FALSE,CC,gad1*
GO:0051817,modulation of process of other organism involved in symbiotic interaction,3,0.35518499660556685,14,0.008573545216721804,1,0.03373038764401889,Down,3,3,FALSE,BP,gad1*
GO:0042435,indole-containing compound biosynthetic process,6,1.6467668024439919,57,0.008601738498336883,1,0.03376474274799659,Down,5,5,FALSE,BP,gad1*
GO:0042126,nitrate metabolic process,5,1.1624236252545825,41,0.008726134077506423,1,0.034098744649715414,Down,4,5,FALSE,BP,gad1*
GO:0042128,nitrate assimilation,5,1.1624236252545825,41,0.008726134077506423,1,0.034098744649715414,Down,4,6,FALSE,BP,gad1*
GO:0007154,cell communication,96,73.32955702647658,2367,0.008897404077699147,1,0.034459750682216836,Down,2,2,FALSE,BP,gad1*
GO:0008526,phosphatidylinositol transfer activity,2,0.09686863543788188,5,0.009176025830077336,1,0.034459750682216836,Down,5,5,TRUE,MF,gad1*
GO:0009820,alkaloid metabolic process,2,0.09686863543788188,5,0.009176025830077336,1,0.034459750682216836,Down,4,4,FALSE,BP,gad1*
GO:0016107,sesquiterpenoid catabolic process,2,0.09686863543788188,5,0.009176025830077336,1,0.034459750682216836,Down,7,8,FALSE,BP,gad1*
GO:0016137,glycoside metabolic process,2,0.09686863543788188,5,0.009176025830077336,1,0.034459750682216836,Down,5,5,FALSE,BP,gad1*
GO:0019441,tryptophan catabolic process to kynurenine,2,0.09686863543788188,5,0.009176025830077336,1,0.034459750682216836,Down,5,10,TRUE,BP,gad1*
GO:0030002,cellular anion homeostasis,2,0.09686863543788188,5,0.009176025830077336,1,0.034459750682216836,Down,5,7,FALSE,BP,gad1*
GO:0033306,phytol metabolic process,2,0.09686863543788188,5,0.009176025830077336,1,0.034459750682216836,Down,4,8,FALSE,BP,gad1*
GO:0043290,apocarotenoid catabolic process,2,0.09686863543788188,5,0.009176025830077336,1,0.034459750682216836,Down,6,7,FALSE,BP,gad1*
GO:0046345,abscisic acid catabolic process,2,0.09686863543788188,5,0.009176025830077336,1,0.034459750682216836,Down,5,9,TRUE,BP,gad1*
GO:0051091,positive regulation of DNA-binding transcription factor activity,2,0.09686863543788188,5,0.009176025830077336,1,0.034459750682216836,Down,2,12,FALSE,BP,gad1*
GO:0051410,detoxification of nitrogen compound,2,0.09686863543788188,5,0.009176025830077336,1,0.034459750682216836,Down,2,5,FALSE,BP,gad1*
GO:0080024,indolebutyric acid metabolic process,2,0.09686863543788188,5,0.009176025830077336,1,0.034459750682216836,Down,4,7,TRUE,BP,gad1*
GO:0090207,regulation of triglyceride metabolic process,2,0.09686863543788188,5,0.009176025830077336,1,0.034459750682216836,Down,4,8,FALSE,BP,gad1*
GO:0120256,olefinic compound catabolic process,2,0.09686863543788188,5,0.009176025830077336,1,0.034459750682216836,Down,NA,NA,NA,NA,gad1*
GO:1900366,negative regulation of defense response to insect,2,0.09686863543788188,5,0.009176025830077336,1,0.034459750682216836,Down,4,8,TRUE,BP,gad1*
GO:1900384,regulation of flavonol biosynthetic process,2,0.09686863543788188,5,0.009176025830077336,1,0.034459750682216836,Down,5,7,FALSE,BP,gad1*
GO:1903175,fatty alcohol biosynthetic process,2,0.09686863543788188,5,0.009176025830077336,1,0.034459750682216836,Down,5,6,FALSE,BP,gad1*
GO:0006536,glutamate metabolic process,4,0.7426595383570944,27,0.009400977319532822,1,0.03515236131333933,Down,6,9,FALSE,BP,gad1*
GO:0019432,triglyceride biosynthetic process,4,0.7426595383570944,27,0.009400977319532822,1,0.03515236131333933,Down,6,8,FALSE,BP,gad1*
GO:0006635,fatty acid beta-oxidation,5,1.1947131704005431,42,0.009656186673079745,1,0.03602899758665238,Down,5,9,FALSE,BP,gad1*
GO:0006629,lipid metabolic process,53,36.4871860149355,1183,0.00985952220821359,1,0.03670873611856347,Down,3,3,FALSE,BP,gad1*
GO:0110165,cellular anatomical entity,660,633.4885862186015,20279,0.010121277661900747,1,0.03760260544624796,Down,1,1,FALSE,CC,gad1*
GO:0034284,response to monosaccharide,7,2.260268160217244,77,0.010320198854078175,1,0.03825971156372999,Down,5,5,FALSE,BP,gad1*
GO:0005548,phospholipid transporter activity,3,0.3874745417515275,15,0.01047090028892475,1,0.038571150745826836,Down,3,3,FALSE,MF,gad1*
GO:0009083,branched-chain amino acid catabolic process,3,0.3874745417515275,15,0.01047090028892475,1,0.038571150745826836,Down,5,8,FALSE,BP,gad1*
GO:1902456,regulation of stomatal opening,3,0.3874745417515275,15,0.01047090028892475,1,0.038571150745826836,Down,4,5,FALSE,BP,gad1*
GO:0055081,anion homeostasis,4,0.774949083503055,28,0.010701637762287516,1,0.03933758796095093,Down,6,6,FALSE,BP,gad1*
GO:0002831,regulation of response to biotic stimulus,13,5.973565852002715,198,0.01151966844099122,1,0.042165874989704144,Down,3,4,FALSE,BP,gad1*
GO:0015706,nitrate transport,5,1.2592922606924644,44,0.011716062956215884,1,0.04279446153480959,Down,5,7,FALSE,BP,gad1*
GO:0009744,response to sucrose,7,2.324847250509165,79,0.011796997379506244,1,0.04282835204443639,Down,6,6,FALSE,BP,gad1*
GO:0009850,auxin metabolic process,7,2.324847250509165,79,0.011796997379506244,1,0.04282835204443639,Down,3,5,FALSE,BP,gad1*
GO:0140110,transcription regulator activity,76,56.700441276306854,1832,0.011799396125210719,1,0.04282835204443639,Down,1,1,FALSE,MF,gad1*
GO:0015020,glucuronosyltransferase activity,4,0.8072386286490156,29,0.012112998586941757,1,0.04360176877249782,Down,5,5,FALSE,MF,gad1*
GO:0072341,modified amino acid binding,4,0.8072386286490156,29,0.012112998586941757,1,0.04360176877249782,Down,2,2,FALSE,MF,gad1*
GO:0030312,external encapsulating structure,38,24.604633401221996,800,0.01258565946841475,1,0.044768351107304476,Down,2,3,FALSE,CC,gad1*
GO:0008970,phospholipase A1 activity,3,0.4197640868974881,16,0.012591905095311,1,0.044768351107304476,Down,5,6,TRUE,MF,gad1*
GO:0009310,amine catabolic process,3,0.4197640868974881,16,0.012591905095311,1,0.044768351107304476,Down,5,5,FALSE,BP,gad1*
GO:0016115,terpenoid catabolic process,3,0.4197640868974881,16,0.012591905095311,1,0.044768351107304476,Down,6,7,FALSE,BP,gad1*
GO:0042402,cellular biogenic amine catabolic process,3,0.4197640868974881,16,0.012591905095311,1,0.044768351107304476,Down,6,7,FALSE,BP,gad1*
GO:0003993,acid phosphatase activity,5,1.291581805838425,45,0.012849944133731627,1,0.04549929198372321,Down,6,6,FALSE,MF,gad1*
GO:0071941,nitrogen cycle metabolic process,5,1.291581805838425,45,0.012849944133731627,1,0.04549929198372321,Down,3,3,FALSE,BP,gad1*
GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",22,12.334606245756959,404,0.013038639239790565,1,0.0460733993503801,Down,3,3,FALSE,MF,gad1*
GO:0009617,response to bacterium,28,17.08116938221317,557,0.013342449149134718,1,0.046312515394009476,Down,3,5,FALSE,BP,gad1*
GO:0034285,response to disaccharide,7,2.3894263408010863,81,0.013420635814502063,1,0.046312515394009476,Down,5,5,FALSE,BP,gad1*
GO:0006369,termination of RNA polymerase II transcription,2,0.12915818058384249,6,0.01348001168528806,1,0.046312515394009476,Down,7,11,FALSE,BP,gad1*
GO:0008453,alanine-glyoxylate transaminase activity,2,0.12915818058384249,6,0.01348001168528806,1,0.046312515394009476,Down,5,5,TRUE,MF,gad1*
GO:0010271,regulation of chlorophyll catabolic process,2,0.12915818058384249,6,0.01348001168528806,1,0.046312515394009476,Down,5,8,FALSE,BP,gad1*
GO:0016420,malonyltransferase activity,2,0.12915818058384249,6,0.01348001168528806,1,0.046312515394009476,Down,5,5,FALSE,MF,gad1*
GO:0030007,cellular potassium ion homeostasis,2,0.12915818058384249,6,0.01348001168528806,1,0.046312515394009476,Down,7,9,FALSE,BP,gad1*
GO:0033540,fatty acid beta-oxidation using acyl-CoA oxidase,2,0.12915818058384249,6,0.01348001168528806,1,0.046312515394009476,Down,6,10,TRUE,BP,gad1*
GO:0033836,flavonol 7-O-beta-glucosyltransferase activity,2,0.12915818058384249,6,0.01348001168528806,1,0.046312515394009476,Down,6,6,TRUE,MF,gad1*
GO:0052739,phosphatidylserine 1-acylhydrolase activity,2,0.12915818058384249,6,0.01348001168528806,1,0.046312515394009476,Down,5,6,TRUE,MF,gad1*
GO:0052740,1-acyl-2-lysophosphatidylserine acylhydrolase activity,2,0.12915818058384249,6,0.01348001168528806,1,0.046312515394009476,Down,5,6,TRUE,MF,gad1*
GO:0070189,kynurenine metabolic process,2,0.12915818058384249,6,0.01348001168528806,1,0.046312515394009476,Down,4,8,FALSE,BP,gad1*
GO:1901404,regulation of tetrapyrrole catabolic process,2,0.12915818058384249,6,0.01348001168528806,1,0.046312515394009476,Down,5,6,FALSE,BP,gad1*
GO:1903173,fatty alcohol metabolic process,2,0.12915818058384249,6,0.01348001168528806,1,0.046312515394009476,Down,4,5,FALSE,BP,gad1*
GO:0016411,acylglycerol O-acyltransferase activity,4,0.8395281737949762,30,0.013638168528300108,1,0.046579177946064344,Down,6,6,FALSE,MF,gad1*
GO:0046460,neutral lipid biosynthetic process,4,0.8395281737949762,30,0.013638168528300108,1,0.046579177946064344,Down,4,6,FALSE,BP,gad1*
GO:0046463,acylglycerol biosynthetic process,4,0.8395281737949762,30,0.013638168528300108,1,0.046579177946064344,Down,5,7,FALSE,BP,gad1*
GO:0008171,O-methyltransferase activity,5,1.3238713509843856,46,0.014055704461224693,1,0.04781695537298988,Down,5,5,FALSE,MF,gad1*
GO:2001057,reactive nitrogen species metabolic process,5,1.3238713509843856,46,0.014055704461224693,1,0.04781695537298988,Down,3,3,FALSE,BP,gad1*
GO:0009787,regulation of abscisic acid-activated signaling pathway,9,3.6487186014935507,122,0.014542052201788069,1,0.04918218434717797,Down,4,8,FALSE,BP,gad1*
GO:1901419,regulation of response to alcohol,9,3.6487186014935507,122,0.014542052201788069,1,0.04918218434717797,Down,3,5,FALSE,BP,gad1*
GO:1905957,regulation of cellular response to alcohol,9,3.6487186014935507,122,0.014542052201788069,1,0.04918218434717797,Down,3,6,FALSE,BP,gad1*
GO:0009269,response to desiccation,3,0.45205363204344873,17,0.014940338007247762,1,0.05023543884219936,Down,4,6,FALSE,BP,gad1*
GO:0010555,response to mannitol,3,0.45205363204344873,17,0.014940338007247762,1,0.05023543884219936,Down,5,5,FALSE,BP,gad1*
GO:0016881,acid-amino acid ligase activity,4,0.8718177189409368,31,0.015280007961996907,1,0.051080566115731474,Down,4,4,FALSE,MF,gad1*
GO:0005886,plasma membrane,134,109.81674304141208,3535,0.016167094033304994,1,0.05394213105343109,Down,3,3,FALSE,CC,gad1*
GO:0009817,NA,5,1.3884504412763068,48,0.0166901461434178,1,0.05558042909564277,Down,5,8,FALSE,BP,gad1*
GO:0010038,response to metal ion,23,13.335582145281737,436,0.016910023271864912,1,0.056204770836562494,Down,4,4,FALSE,BP,gad1*
GO:0015748,organophosphate ester transport,6,1.9373727087576376,66,0.017038578364735994,1,0.05641590355499418,Down,5,5,FALSE,BP,gad1*
GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors",6,1.9373727087576376,66,0.017038578364735994,1,0.05641590355499418,Down,3,3,FALSE,MF,gad1*
GO:0008515,sucrose transmembrane transporter activity,3,0.4843431771894094,18,0.01751891322314087,1,0.05767611848605201,Down,6,6,FALSE,MF,gad1*
GO:0055075,potassium ion homeostasis,3,0.4843431771894094,18,0.01751891322314087,1,0.05767611848605201,Down,8,8,FALSE,BP,gad1*
GO:1990069,stomatal opening,3,0.4843431771894094,18,0.01751891322314087,1,0.05767611848605201,Down,3,3,FALSE,BP,gad1*
GO:0065008,regulation of biological quality,46,32.16038696537678,1042,0.017915880719259574,1,0.05887131259074879,Down,2,2,FALSE,BP,gad1*
GO:0008202,steroid metabolic process,8,3.1643754243041413,106,0.018206520894717203,1,0.05962749206670561,Down,4,4,FALSE,BP,gad1*
GO:0008948,oxaloacetate decarboxylase activity,2,0.16144772572980312,7,0.018483627490518628,1,0.05971898267420823,Down,5,5,TRUE,MF,gad1*
GO:0009068,aspartate family amino acid catabolic process,2,0.16144772572980312,7,0.018483627490518628,1,0.05971898267420823,Down,6,9,FALSE,BP,gad1*
GO:0034309,primary alcohol biosynthetic process,2,0.16144772572980312,7,0.018483627490518628,1,0.05971898267420823,Down,5,6,FALSE,BP,gad1*
GO:0042759,long-chain fatty acid biosynthetic process,2,0.16144772572980312,7,0.018483627490518628,1,0.05971898267420823,Down,6,9,FALSE,BP,gad1*
GO:0050898,nitrile metabolic process,2,0.16144772572980312,7,0.018483627490518628,1,0.05971898267420823,Down,4,4,FALSE,BP,gad1*
GO:0080028,nitrile biosynthetic process,2,0.16144772572980312,7,0.018483627490518628,1,0.05971898267420823,Down,5,5,FALSE,BP,gad1*
GO:0110126,phloem loading,2,0.16144772572980312,7,0.018483627490518628,1,0.05971898267420823,Down,6,7,FALSE,BP,gad1*
GO:0042445,hormone metabolic process,11,4.843431771894093,161,0.018526048149324754,1,0.05974478352988559,Down,2,4,FALSE,BP,gad1*
GO:0048367,shoot system development,44,30.319882892057027,983,0.018800642427883544,1,0.060354670264145115,Down,4,5,FALSE,BP,gad1*
GO:0009084,glutamine family amino acid biosynthetic process,4,0.9363968092328581,33,0.018923885085703137,1,0.060354670264145115,Down,6,9,FALSE,BP,gad1*
GO:0009718,anthocyanin-containing compound biosynthetic process,4,0.9363968092328581,33,0.018923885085703137,1,0.060354670264145115,Down,4,5,FALSE,BP,gad1*
GO:0010167,response to nitrate,4,0.9363968092328581,33,0.018923885085703137,1,0.060354670264145115,Down,4,4,FALSE,BP,gad1*
GO:0016762,xyloglucan:xyloglucosyl transferase activity,4,0.9363968092328581,33,0.018923885085703137,1,0.060354670264145115,Down,6,6,TRUE,MF,gad1*
GO:0016857,"racemase and epimerase activity, acting on carbohydrates and derivatives",4,0.9363968092328581,33,0.018923885085703137,1,0.060354670264145115,Down,4,4,FALSE,MF,gad1*
GO:0010029,regulation of seed germination,7,2.58316361167685,87,0.019245175526536182,1,0.06126675144686289,Down,3,7,FALSE,BP,gad1*
GO:1990961,xenobiotic detoxification by transmembrane export across the plasma membrane,5,1.453029531568228,50,0.01963312367592549,1,0.06238730691892074,Down,2,6,FALSE,BP,gad1*
GO:0005737,cytoplasm,376,342.9472589952478,10997,0.019691886782326543,1,0.06245964089092605,Down,2,2,FALSE,CC,gad1*
GO:0034220,ion transmembrane transport,41,28.188772912423627,914,0.01990474386743458,1,0.06301958140510766,Down,3,5,FALSE,BP,gad1*
GO:0009968,negative regulation of signal transduction,8,3.2289545145960625,108,0.0201445318256212,1,0.0636625914707701,Down,3,6,FALSE,BP,gad1*
GO:0002238,response to molecule of fungal origin,3,0.5166327223353699,19,0.020329362395014546,1,0.06378199594095883,Down,4,6,FALSE,BP,gad1*
GO:0043295,glutathione binding,3,0.5166327223353699,19,0.020329362395014546,1,0.06378199594095883,Down,3,5,TRUE,MF,gad1*
GO:1900750,oligopeptide binding,3,0.5166327223353699,19,0.020329362395014546,1,0.06378199594095883,Down,4,4,FALSE,MF,gad1*
GO:0042578,phosphoric ester hydrolase activity,21,12.334606245756959,403,0.020587904944251712,1,0.06447656151313488,Down,4,4,FALSE,MF,gad1*
GO:0006641,triglyceride metabolic process,4,0.9686863543788188,34,0.020930390910585697,1,0.06543104185561475,Down,6,7,FALSE,BP,gad1*
GO:0052689,carboxylic ester hydrolase activity,14,7.135989477257298,235,0.021215023043849385,1,0.06620155572136453,Down,4,4,FALSE,MF,gad1*
GO:0044550,secondary metabolite biosynthetic process,11,5.069458587915818,168,0.021590581678083923,1,0.0672525300026492,Down,3,3,FALSE,BP,gad1*
GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",22,12.786659877800407,418,0.021756228917501112,1,0.06764705586355634,Down,4,4,FALSE,MF,gad1*
GO:0005506,iron ion binding,20,11.30134080108622,370,0.022149703447755357,1,0.06868063895321919,Down,6,6,FALSE,MF,gad1*
GO:0016102,diterpenoid biosynthetic process,6,2.0665308893414798,70,0.0221678143019036,1,0.06868063895321919,Down,6,8,FALSE,BP,gad1*
GO:0042592,homeostatic process,26,16.241641208418194,529,0.022420607589891606,1,0.06934002525572538,Down,3,3,FALSE,BP,gad1*
GO:0015154,disaccharide transmembrane transporter activity,3,0.5489222674813307,20,0.023372511617129454,1,0.07170912592103845,Down,5,5,FALSE,MF,gad1*
GO:0015157,oligosaccharide transmembrane transporter activity,3,0.5489222674813307,20,0.023372511617129454,1,0.07170912592103845,Down,4,4,FALSE,MF,gad1*
GO:0035821,modulation of process of other organism,3,0.5489222674813307,20,0.023372511617129454,1,0.07170912592103845,Down,2,2,FALSE,BP,gad1*
GO:0051555,flavonol biosynthetic process,3,0.5489222674813307,20,0.023372511617129454,1,0.07170912592103845,Down,5,6,FALSE,BP,gad1*
GO:0005622,intracellular anatomical structure,495,463.6455787508486,14854,0.02339329410450015,1,0.07170912592103845,Down,1,1,FALSE,CC,gad1*
GO:0010817,regulation of hormone levels,16,8.653598099117447,284,0.023608361845728638,1,0.07224075450148004,Down,3,3,FALSE,BP,gad1*
GO:1900140,regulation of seedling development,7,2.7123217922606924,91,0.023991064947812155,1,0.07309107104227339,Down,4,6,FALSE,BP,gad1*
GO:0003997,acyl-CoA oxidase activity,2,0.19373727087576376,8,0.024139010782260894,1,0.07309107104227339,Down,5,5,FALSE,MF,gad1*
GO:0006569,tryptophan catabolic process,2,0.19373727087576376,8,0.024139010782260894,1,0.07309107104227339,Down,6,9,FALSE,BP,gad1*
GO:0043878,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity,2,0.19373727087576376,8,0.024139010782260894,1,0.07309107104227339,Down,5,5,TRUE,MF,gad1*
GO:0046218,indolalkylamine catabolic process,2,0.19373727087576376,8,0.024139010782260894,1,0.07309107104227339,Down,6,8,FALSE,BP,gad1*
GO:0080046,quercetin 4'-O-glucosyltransferase activity,2,0.19373727087576376,8,0.024139010782260894,1,0.07309107104227339,Down,6,7,TRUE,MF,gad1*
GO:0010648,negative regulation of cell communication,8,3.358112695179905,112,0.02445225125367979,1,0.07378201030458162,Down,3,5,FALSE,BP,gad1*
GO:0023057,negative regulation of signaling,8,3.358112695179905,112,0.02445225125367979,1,0.07378201030458162,Down,2,4,FALSE,BP,gad1*
GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",5,1.54989816700611,53,0.024652701376104248,1,0.07412900673750583,Down,4,4,FALSE,MF,gad1*
GO:1900424,regulation of defense response to bacterium,5,1.54989816700611,53,0.024652701376104248,1,0.07412900673750583,Down,4,7,FALSE,BP,gad1*
GO:0006576,cellular biogenic amine metabolic process,6,2.1311099796334014,72,0.025084761324602925,1,0.0752976832148548,Down,5,6,FALSE,BP,gad1*
GO:1901361,organic cyclic compound catabolic process,16,8.78275627970129,288,0.025190535234745754,1,0.07548459176560256,Down,4,4,FALSE,BP,gad1*
GO:0009809,lignin biosynthetic process,5,1.5821877121520707,54,0.026492604912002202,1,0.07903400717504744,Down,5,6,FALSE,BP,gad1*
GO:0016101,diterpenoid metabolic process,6,2.163399524779362,73,0.02663472765895243,1,0.07903400717504744,Down,6,7,FALSE,BP,gad1*
GO:0010030,positive regulation of seed germination,3,0.5812118126272913,21,0.026648354004266715,1,0.07903400717504744,Down,3,8,TRUE,BP,gad1*
GO:0019321,pentose metabolic process,3,0.5812118126272913,21,0.026648354004266715,1,0.07903400717504744,Down,4,5,FALSE,BP,gad1*
GO:0051553,flavone biosynthetic process,3,0.5812118126272913,21,0.026648354004266715,1,0.07903400717504744,Down,4,5,FALSE,BP,gad1*
GO:0051554,flavonol metabolic process,3,0.5812118126272913,21,0.026648354004266715,1,0.07903400717504744,Down,4,5,FALSE,BP,gad1*
GO:0016791,phosphatase activity,18,10.36494399185336,339,0.026881336699364013,1,0.07945335463951715,Down,5,5,FALSE,MF,gad1*
GO:0015698,inorganic anion transport,10,4.488246775288527,149,0.027608039923935013,1,0.08104898353304102,Down,6,6,FALSE,BP,gad1*
GO:0006568,tryptophan metabolic process,4,1.0655549898167007,37,0.027709762469793134,1,0.08107325107097992,Down,5,8,FALSE,BP,gad1*
GO:0006586,indolalkylamine metabolic process,4,1.0655549898167007,37,0.027709762469793134,1,0.08107325107097992,Down,5,7,FALSE,BP,gad1*
GO:0016879,"ligase activity, forming carbon-nitrogen bonds",6,2.1956890699253226,74,0.02824686995128931,1,0.08222872376759556,Down,3,3,FALSE,MF,gad1*
GO:0071695,anatomical structure maturation,13,6.683935845213849,220,0.028825064788739307,1,0.08377133569256734,Down,3,3,FALSE,BP,gad1*
GO:0007275,multicellular organism development,109,88.95769687712152,2864,0.029754457276584836,1,0.08632773139611152,Down,2,3,FALSE,BP,gad1*
GO:0004033,aldo-keto reductase (NADP) activity,3,0.6135013577732519,22,0.03015611807708381,1,0.08697271898542225,Down,5,5,FALSE,MF,gad1*
GO:0005381,iron ion transmembrane transporter activity,3,0.6135013577732519,22,0.03015611807708381,1,0.08697271898542225,Down,7,8,FALSE,MF,gad1*
GO:0008083,growth factor activity,3,0.6135013577732519,22,0.03015611807708381,1,0.08697271898542225,Down,5,5,TRUE,MF,gad1*
GO:0006638,neutral lipid metabolic process,4,1.0978445349626613,38,0.03022740607965972,1,0.08697271898542225,Down,4,5,FALSE,BP,gad1*
GO:0006639,acylglycerol metabolic process,4,1.0978445349626613,38,0.03022740607965972,1,0.08697271898542225,Down,5,6,FALSE,BP,gad1*
GO:0005355,glucose transmembrane transporter activity,2,0.22602681602172436,9,0.030400602052358148,1,0.08718189183610146,Down,7,7,FALSE,MF,gad1*
GO:0016157,sucrose synthase activity,2,0.22602681602172436,9,0.030400602052358148,1,0.08718189183610146,Down,6,7,TRUE,MF,gad1*
GO:0016684,"oxidoreductase activity, acting on peroxide as acceptor",10,4.64969450101833,154,0.030615715907289683,1,0.08765390610420397,Down,3,3,FALSE,MF,gad1*
GO:0022804,active transmembrane transporter activity,23,14.368847589952479,468,0.03120228980057604,1,0.08903942895394643,Down,3,3,FALSE,MF,gad1*
GO:0010118,stomatal movement,10,4.681984046164291,155,0.03131854475036671,1,0.08922442552033866,Down,2,2,FALSE,BP,gad1*
GO:0044255,cellular lipid metabolic process,37,25.702477936184657,833,0.032795110600893705,1,0.09327789654516488,Down,3,4,FALSE,BP,gad1*
GO:0046394,carboxylic acid biosynthetic process,26,16.790563475899525,546,0.03358655781214006,1,0.095372631430545,Down,5,6,FALSE,BP,gad1*
GO:0006814,sodium ion transport,3,0.6457909029192125,23,0.03389433216215586,1,0.09577632948101045,Down,7,7,FALSE,BP,gad1*
GO:0010112,regulation of systemic acquired resistance,3,0.6457909029192125,23,0.03389433216215586,1,0.09577632948101045,Down,5,9,FALSE,BP,gad1*
GO:0051552,flavone metabolic process,3,0.6457909029192125,23,0.03389433216215586,1,0.09577632948101045,Down,3,4,FALSE,BP,gad1*
GO:0071214,cellular response to abiotic stimulus,13,6.974541751527495,229,0.034320715370169785,1,0.09650962912033158,Down,3,4,FALSE,BP,gad1*
GO:0104004,cellular response to environmental stimulus,13,6.974541751527495,229,0.034320715370169785,1,0.09650962912033158,Down,3,3,FALSE,BP,gad1*
GO:0098656,anion transmembrane transport,24,15.111507128309572,492,0.03469152669828586,1,0.09739449647496111,Down,4,6,FALSE,BP,gad1*
GO:0009808,lignin metabolic process,6,2.324847250509165,78,0.03533302751642583,1,0.09903522252180746,Down,4,5,FALSE,BP,gad1*
GO:0005618,cell wall,35,24.023421588594704,779,0.035402167783138386,1,0.09906896952216951,Down,3,4,FALSE,CC,gad1*
GO:1901681,sulfur compound binding,4,1.1624236252545825,40,0.035655197625128136,1,0.09961637339709713,Down,2,2,FALSE,MF,gad1*
GO:0005507,copper ion binding,12,6.005855397148676,198,0.03577363945827104,1,0.09978659881045059,Down,6,6,FALSE,MF,gad1*
GO:0048609,multicellular organismal reproductive process,12,6.102724032586558,201,0.037120882780249866,1,0.10168519424701616,Down,2,3,FALSE,BP,gad1*
GO:0009643,photosynthetic acclimation,2,0.25831636116768497,10,0.0372250478132178,1,0.10168519424701616,Down,6,6,TRUE,BP,gad1*
GO:0009835,fruit ripening,2,0.25831636116768497,10,0.0372250478132178,1,0.10168519424701616,Down,3,8,FALSE,BP,gad1*
GO:0015149,hexose transmembrane transporter activity,2,0.25831636116768497,10,0.0372250478132178,1,0.10168519424701616,Down,6,6,FALSE,MF,gad1*
GO:0035252,UDP-xylosyltransferase activity,2,0.25831636116768497,10,0.0372250478132178,1,0.10168519424701616,Down,5,6,FALSE,MF,gad1*
GO:0042732,D-xylose metabolic process,2,0.25831636116768497,10,0.0372250478132178,1,0.10168519424701616,Down,5,6,FALSE,BP,gad1*
GO:0047714,galactolipase activity,2,0.25831636116768497,10,0.0372250478132178,1,0.10168519424701616,Down,5,5,TRUE,MF,gad1*
GO:0051176,positive regulation of sulfur metabolic process,2,0.25831636116768497,10,0.0372250478132178,1,0.10168519424701616,Down,4,6,FALSE,BP,gad1*
GO:1904659,glucose transmembrane transport,2,0.25831636116768497,10,0.0372250478132178,1,0.10168519424701616,Down,6,9,FALSE,BP,gad1*
GO:0019439,aromatic compound catabolic process,15,8.556729463679565,280,0.03773963834437564,1,0.10168519424701616,Down,4,4,FALSE,BP,gad1*
GO:0004568,chitinase activity,3,0.6780804480651731,24,0.03786088500494089,1,0.10168519424701616,Down,5,5,FALSE,MF,gad1*
GO:0006026,aminoglycan catabolic process,3,0.6780804480651731,24,0.03786088500494089,1,0.10168519424701616,Down,5,5,FALSE,BP,gad1*
GO:0006030,chitin metabolic process,3,0.6780804480651731,24,0.03786088500494089,1,0.10168519424701616,Down,4,6,FALSE,BP,gad1*
GO:0006032,chitin catabolic process,3,0.6780804480651731,24,0.03786088500494089,1,0.10168519424701616,Down,5,7,FALSE,BP,gad1*
GO:0006743,ubiquinone metabolic process,3,0.6780804480651731,24,0.03786088500494089,1,0.10168519424701616,Down,5,6,FALSE,BP,gad1*
GO:0006744,ubiquinone biosynthetic process,3,0.6780804480651731,24,0.03786088500494089,1,0.10168519424701616,Down,6,7,FALSE,BP,gad1*
GO:0015145,monosaccharide transmembrane transporter activity,3,0.6780804480651731,24,0.03786088500494089,1,0.10168519424701616,Down,5,5,FALSE,MF,gad1*
GO:0031012,extracellular matrix,3,0.6780804480651731,24,0.03786088500494089,1,0.10168519424701616,Down,2,3,FALSE,CC,gad1*
GO:0031408,oxylipin biosynthetic process,3,0.6780804480651731,24,0.03786088500494089,1,0.10168519424701616,Down,6,9,FALSE,BP,gad1*
GO:0046348,amino sugar catabolic process,3,0.6780804480651731,24,0.03786088500494089,1,0.10168519424701616,Down,5,5,FALSE,BP,gad1*
GO:1901072,glucosamine-containing compound catabolic process,3,0.6780804480651731,24,0.03786088500494089,1,0.10168519424701616,Down,6,6,FALSE,BP,gad1*
GO:0050801,ion homeostasis,15,8.589019008825526,281,0.038414009390706584,1,0.10294274896322637,Down,5,5,FALSE,BP,gad1*
GO:0006817,phosphate ion transport,4,1.1947131704005431,41,0.038566447738384524,1,0.10294274896322637,Down,7,7,FALSE,BP,gad1*
GO:0016854,racemase and epimerase activity,4,1.1947131704005431,41,0.038566447738384524,1,0.10294274896322637,Down,3,3,FALSE,MF,gad1*
GO:1900150,regulation of defense response to fungus,4,1.1947131704005431,41,0.038566447738384524,1,0.10294274896322637,Down,4,7,FALSE,BP,gad1*
GO:0016053,organic acid biosynthetic process,27,17.920697556008147,582,0.039882974659094426,1,0.10613030833363317,Down,4,4,FALSE,BP,gad1*
